frame,value
frame_113,-0.024170659504989776
frame_114,0.3252662739951781
frame_115,0.45487838373973816
frame_116,0.402325510422071
frame_117,0.3176976836451308
frame_118,0.2736899929807428
frame_119,0.2736899929807428
frame_120,0.24491103854487747
frame_121,0.0488906521805475
frame_122,-0.3456831568346202
frame_123,-0.7001861629078036
frame_124,-0.8436841944639424
frame_125,-0.6371654408398694
frame_126,-0.10013122959074679
frame_127,0.5159154026917325
frame_128,0.8900723288674581
frame_129,0.793664357432783
frame_130,0.35853144932401504
frame_131,-0.10043641468550676
frame_132,-0.41386150700399793
frame_133,-0.41386150700399793
frame_134,-0.5083468123416852
frame_135,-0.4015320291756951
frame_136,-0.3456831568346202
frame_137,-0.3422956022827845
frame_138,-0.31601916562395094
frame_139,-0.10528885769219032
frame_140,0.37806329538865324
frame_141,0.7768791772209845
frame_142,0.8398388622699667
frame_143,0.500015259254738
frame_144,-0.12985625782036805
frame_145,-0.6946012756736961
frame_146,-0.6946012756736961
frame_147,-0.8937955870235298
frame_148,-0.6982634968108158
frame_149,-0.2683797723319193
frame_150,0.12979522080141606
frame_151,0.315225684377575
frame_152,0.3483993041779839
frame_153,0.3323770867030854
frame_154,0.3288369396038697
frame_155,0.35489974669637137
frame_156,0.24817651905880916
frame_157,-0.08130130924405653
frame_158,-0.511062959685049
frame_159,-0.511062959685049
frame_160,-0.8356273079622791
frame_161,-0.815515610217597
frame_162,-0.402356028931547
frame_163,0.1794488357188635
frame_164,0.6835230567339091
frame_165,0.8244270149845881
frame_166,0.554246650593585
frame_167,0.1543015839106418
frame_168,-0.21454512161626027
frame_169,-0.3794671468245491
frame_170,-0.3441572313608203
frame_171,-0.35041352580339974
frame_172,-0.35041352580339974
frame_173,-0.3953367717520676
frame_174,-0.39924314096499525
frame_175,-0.2871791741691336
frame_176,0.08511612292855616
frame_177,0.5794854579302346
frame_178,0.8543656727805414
frame_179,0.7192907498397778
frame_180,0.2218390453810236
frame_181,-0.38206122013000887
frame_182,-0.7624744407483138
frame_183,-0.7648243659779657
frame_184,-0.4727622302926725
frame_185,-0.4727622302926725
frame_186,-0.08899197363200781
frame_187,0.1703848384044923
frame_188,0.24591814935758538
frame_189,0.2708212530899991
frame_190,0.32212286751915037
frame_191,0.39396343882564777
frame_192,0.39555040131839964
frame_193,0.15967284157841732
frame_194,-0.2509537034211249
frame_195,-0.6723532822656941
frame_196,-0.8342539750358593
frame_197,-0.6238593707083346
frame_198,-0.1347087008270516
frame_199,-0.1347087008270516
frame_200,0.4177373577074496
frame_201,0.7032380138554033
frame_202,0.6454359569078646
frame_203,0.35093234046449173
frame_204,0.0004272591326639607
frame_205,-0.21683400982696005
frame_206,-0.26709799493392744
frame_207,-0.27460554826502276
frame_208,-0.3598437452314829
frame_209,-0.46540726950895717
frame_210,-0.4141666920987579
frame_211,-0.14850306711020234
frame_212,-0.14850306711020234
frame_213,0.29862361522263253
frame_214,0.7247840815454574
frame_215,0.8128299813837092
frame_216,0.5032807397686697
frame_217,-0.04834131900997955
frame_218,-0.5449385052034059
frame_219,-0.7409894100772119
frame_220,-0.5926084170049135
frame_221,-0.26163518173772393
frame_222,0.006286812952055422
frame_223,0.12891018402661214
frame_224,0.17792291024506363
frame_225,0.17792291024506363
frame_226,0.25705740531632437
frame_227,0.3931699575792718
frame_228,0.4720297860652486
frame_229,0.36484878078554644
frame_230,0.014435254982146673
frame_231,-0.45841853083895384
frame_232,-0.7741019928586688
frame_233,-0.7565233314004944
frame_234,-0.3981749931333354
frame_235,0.130191961424604
frame_236,0.5338602862636189
frame_237,0.6405529953917051
frame_238,0.6405529953917051
frame_239,0.4725791192358165
frame_240,0.184820093386639
frame_241,-0.04901272621845149
frame_242,-0.1533555101168859
frame_243,-0.19632557145908994
frame_244,-0.293221839045381
frame_245,-0.4502090517899106
frame_246,-0.511246070741905
frame_247,-0.35444196905423137
frame_248,0.03280739768669698
frame_249,0.5207068086794641
frame_250,0.8065126499221777
frame_251,0.8065126499221777
frame_252,0.695120090334788
frame_253,0.24594866786706138
frame_254,-0.2752769554734947
frame_255,-0.6121097445600757
frame_256,-0.6307565538499099
frame_257,-0.40131839960936305
frame_258,-0.13736381115146337
frame_259,0.015381328775902585
frame_260,0.06851405377361369
frame_261,0.15527817621387371
frame_262,0.3253273110141301
frame_263,0.49046296578875087
frame_264,0.5140232551042208
frame_265,0.5140232551042208
frame_266,0.25742362743003633
frame_267,-0.1987060151982177
frame_268,-0.6325571459089938
frame_269,-0.8059022797326578
frame_270,-0.6042359691152684
frame_271,-0.14810632648701438
frame_272,0.3206884975737785
frame_273,0.5639210180974761
frame_274,0.5260780663472396
frame_275,0.32511368144779806
frame_276,0.10525833918271432
frame_277,-0.0347911008026368
frame_278,-0.0347911008026368
frame_279,-0.08758812219611194
frame_280,-0.1933652760399182
frame_281,-0.3903317361980041
frame_282,-0.5472884304330576
frame_283,-0.5126499221778008
frame_284,-0.21701712088381603
frame_285,0.26477858821375166
frame_286,0.7012543107394635
frame_287,0.7947935422833948
frame_288,0.5022125919370098
frame_289,0.007354960783715323
frame_290,-0.4225898007141331
frame_291,-0.4225898007141331
frame_292,-0.5930661946470535
frame_293,-0.4860683004242073
frame_294,-0.26151310769981995
frame_295,-0.10080263679921872
frame_296,-0.03457747123630482
frame_297,0.03497421185949278
frame_298,0.2084414197210608
frame_299,0.44602801599169895
frame_300,0.5925168614764855
frame_301,0.47367778557695245
frame_302,0.07266457106234932
frame_303,-0.4216437269203772
frame_304,-0.4216437269203772
frame_305,-0.7563707388531145
frame_306,-0.7477340006714072
frame_307,-0.39512314218573563
frame_308,0.08218634601886043
frame_309,0.42121646778771327
frame_310,0.5134739219336527
frame_311,0.4079714346751305
frame_312,0.22962126529740287
frame_313,0.09427167577135533
frame_314,0.02655110324411756
frame_315,-0.0694906460768456
frame_316,-0.2779320657979064
frame_317,-0.5226905117954039
frame_318,-0.5226905117954039
frame_319,-0.6146122623371074
frame_320,-0.4325998718222602
frame_321,-0.00772118289742729
frame_322,0.4944914090395825
frame_323,0.7880489516891995
frame_324,0.6801355021820734
frame_325,0.27475814081240274
frame_326,-0.18662068544572283
frame_327,-0.47877437665944395
frame_328,-0.5008087405011139
frame_329,-0.3471175267799921
frame_330,-0.1979125339518418
frame_331,-0.1979125339518418
frame_332,-0.13251136814477982
frame_333,-0.08230842005676443
frame_334,0.05850398266548662
frame_335,0.32636494033631397
frame_336,0.5890682699056978
frame_337,0.6241950743125706
frame_338,0.3294778283028657
frame_339,-0.15195165868099003
frame_340,-0.5901058992278817
frame_341,-0.7605822931608021
frame_342,-0.5737479781487472
frame_343,-0.16220587786492507
frame_344,-0.16220587786492507
frame_345,0.23029267250587482
frame_346,0.4155095065157018
frame_347,0.4113284707174902
frame_348,0.3010040589617603
frame_349,0.19357890560625018
frame_350,0.13733329264198738
frame_351,0.0663777581102939
frame_352,-0.1228675191503647
frame_353,-0.40745262001403854
frame_354,-0.619983520004883
frame_355,-0.5818048646504105
frame_356,-0.2578203680532243
frame_357,-0.2578203680532243
frame_358,0.22574541459395123
frame_359,0.6469313638721885
frame_360,0.7336954863124485
frame_361,0.4824365977965636
frame_362,0.061708426160466325
frame_363,-0.29490035706656087
frame_364,-0.43403424176763206
frame_365,-0.3727225562303537
frame_366,-0.2542802209540086
frame_367,-0.20615253151036103
frame_368,-0.1814630573442793
frame_369,-0.08676412244026002
frame_370,-0.08676412244026002
frame_371,0.15173802911465803
frame_372,0.4695272682882168
frame_373,0.6624652851954711
frame_374,0.5338602862636189
frame_375,0.12198248237556078
frame_376,-0.3624073000274667
frame_377,-0.6797997985778375
frame_378,-0.6712546159245583
frame_379,-0.369304483169042
frame_380,0.025727103488265634
frame_381,0.2837916196172979
frame_382,0.35584582049012725
frame_383,0.31806390575884275
frame_384,0.31806390575884275
frame_385,0.25388348033082064
frame_386,0.22125919370097966
frame_387,0.1901913510544145
frame_388,0.042603839228492084
frame_389,-0.2456740012817774
frame_390,-0.5445722830896939
frame_391,-0.6569109164708395
frame_392,-0.46766563921018095
frame_393,-0.04031495101779229
frame_394,0.4370555742057558
frame_395,0.6978972746971038
frame_396,0.6143375957518235
frame_397,0.6143375957518235
frame_398,0.28028199102755824
frame_399,-0.09036530655842769
frame_400,-0.3192846461378826
frame_401,-0.34882656331064793
frame_402,-0.2781762138737144
frame_403,-0.24869533371990113
frame_404,-0.25601977599414044
frame_405,-0.2097231971190527
frame_406,-0.026367992187261574
frame_407,0.2978606524857326
frame_408,0.6050599688711203
frame_409,0.6566362498855556
frame_410,0.6566362498855556
frame_411,0.37250892666402174
frame_412,-0.10235908078249459
frame_413,-0.5251625110629596
frame_414,-0.6852626117740409
frame_415,-0.5236365855891598
frame_416,-0.17450483718375195
frame_417,0.13187047944578387
frame_418,0.2673421430097354
frame_419,0.28513443403424177
frame_420,0.2695394756920072
frame_421,0.27338480788598285
frame_422,0.28330332346568193
frame_423,0.28330332346568193
frame_424,0.1990722373119297
frame_425,-0.05633716849269082
frame_426,-0.4035157322916349
frame_427,-0.6447340311899167
frame_428,-0.6163212988677633
frame_429,-0.2892544328135014
frame_430,0.19092379528183845
frame_431,0.576189458906827
frame_432,0.663472396008179
frame_433,0.45350505081331827
frame_434,0.11212500381481369
frame_435,-0.16870632038331249
frame_436,-0.16870632038331249
frame_437,-0.2815027314065981
frame_438,-0.26435132908108766
frame_439,-0.25583666493728446
frame_440,-0.3023163548692282
frame_441,-0.3073519089327677
frame_442,-0.18741416669209876
frame_443,0.10174871059297463
frame_444,0.47007660145878477
frame_445,0.6859340189825129
frame_446,0.5673085726493118
frame_447,0.16351817377239294
frame_448,-0.30692464980010375
frame_449,-0.609210486159856
frame_450,-0.609210486159856
frame_451,-0.6062807092501602
frame_452,-0.3471175267799921
frame_453,-0.031708731345561084
frame_454,0.15594958342234566
frame_455,0.21494186223944822
frame_456,0.23520615253151037
frame_457,0.2802209540086062
frame_458,0.33967101046784876
frame_459,0.32847071749015777
frame_460,0.13730277413251138
frame_461,-0.21665089877010407
frame_462,-0.5562913907284768
frame_463,-0.5562913907284768
frame_464,-0.684408093508713
frame_465,-0.4956205938901944
frame_466,-0.06729331339457381
frame_467,0.38181707205420085
frame_468,0.6157109286782434
frame_469,0.5537583544419691
frame_470,0.2882473220007935
frame_471,-0.00012207403790398877
frame_472,-0.17242957853938415
frame_473,-0.21115756706442457
frame_474,-0.22363963744010742
frame_475,-0.3023773918881802
frame_476,-0.3023773918881802
frame_477,-0.37238685262611776
frame_478,-0.3232825708792383
frame_479,-0.09610278633991516
frame_480,0.2804040650654622
frame_481,0.6241645558030946
frame_482,0.684652241584521
frame_483,0.40394299142429885
frame_484,-0.05520798364207892
frame_485,-0.4552446058534501
frame_486,-0.6048463393047884
frame_487,-0.46964934232612077
frame_488,-0.18964201788384655
frame_489,-0.18964201788384655
frame_490,0.031067842646565143
frame_491,0.12515640736106448
frame_492,0.16437269203772087
frame_493,0.2369457075716422
frame_494,0.3468123416852321
frame_495,0.4164555803094577
frame_496,0.3162938322092349
frame_497,-0.001281777397991882
frame_498,-0.40162358470412307
frame_499,-0.6707663197729423
frame_500,-0.6428724021118809
frame_501,-0.31162450025940736
frame_502,-0.31162450025940736
frame_503,0.15186010315256204
frame_504,0.49488814966277045
frame_505,0.575762199774163
frame_506,0.4175237281411176
frame_507,0.16043580431531723
frame_508,-0.04174932096316416
frame_509,-0.1270485549485763
frame_510,-0.16135135959959715
frame_511,-0.2575151829584643
frame_512,-0.39152195806756795
frame_513,-0.4283272804956206
frame_514,-0.27884762108218636
frame_515,0.06189153721732231
frame_516,0.06189153721732231
frame_517,0.4792931913205359
frame_518,0.7144688253425703
frame_519,0.5951414532914212
frame_520,0.20047608874782555
frame_521,-0.24774925992614522
frame_522,-0.5287026581621753
frame_523,-0.5309610278633992
frame_524,-0.3232520523697623
frame_525,-0.09619434186834315
frame_526,0.02642902920621357
frame_527,0.076113162633137
frame_528,0.15463728751487776
frame_529,0.15463728751487776
frame_530,0.3017365031891842
frame_531,0.4509109775078585
frame_532,0.4602191228980377
frame_533,0.2227546006653035
frame_534,-0.1933652760399182
frame_535,-0.5751823480941191
frame_536,-0.7145603808709983
frame_537,-0.5206762901699881
frame_538,-0.09418012024292734
frame_539,0.32087160863063446
frame_540,0.5241859187597278
frame_541,0.48518326364940334
frame_542,0.48518326364940334
frame_543,0.29383220923490094
frame_544,0.09250160222174748
frame_545,-0.02142399365215003
frame_546,-0.07458723715933714
frame_547,-0.17453535569322795
frame_548,-0.35569322794274727
frame_549,-0.4878994109927671
frame_550,-0.4369335001678518
frame_551,-0.16153447065645313
frame_552,0.27140110477004303
frame_553,0.6483657338175604
frame_554,0.7148960844752342
frame_555,0.7148960844752342
frame_556,0.4356517227698599
frame_557,-0.007446516312143315
frame_558,-0.3846858119449446
frame_559,-0.5232093264564959
frame_560,-0.41654713583788566
frame_561,-0.2129886776329844
frame_562,-0.07589953306680501
frame_563,-0.01794488357188635
frame_564,0.04864650410473952
frame_565,0.20691549424726097
frame_566,0.4224372081667531
frame_567,0.5493331705679495
frame_568,0.5493331705679495
frame_569,0.43049409466841637
frame_570,0.05099642933439131
frame_571,-0.4035462508011109
frame_572,-0.6995452742088076
frame_573,-0.6706137272255623
frame_574,-0.33552049317911314
frame_575,0.10904263435773796
frame_576,0.4117862483596301
frame_577,0.48524430066835533
frame_578,0.3813287759025849
frame_579,0.21225623340556046
frame_580,0.0913113803521836
frame_581,0.02966399121066927
frame_582,0.02966399121066927
frame_583,-0.06268501846369823
frame_584,-0.2642292550431837
frame_585,-0.48353526413769954
frame_586,-0.5530564287240212
frame_587,-0.36979277932065796
frame_588,0.027253028962065492
frame_589,0.48512222663045135
frame_590,0.7332682271797846
frame_591,0.6157109286782434
frame_592,0.23758659627063813
frame_593,-0.1837519455549791
frame_594,-0.4392529068880276
frame_595,-0.4392529068880276
frame_596,-0.44956816309091463
frame_597,-0.3008819849238563
frame_598,-0.1686452833643605
frame_599,-0.10998870815149388
frame_600,-0.06335642567217017
frame_601,0.0750755333109531
frame_602,0.3224890896328623
frame_603,0.5584887234107486
frame_604,0.5798211615344706
frame_605,0.2946562089907529
frame_606,-0.16116824854274117
frame_607,-0.5660573137607959
frame_608,-0.5660573137607959
frame_609,-0.7071138645588549
frame_610,-0.5187231055635243
frame_611,-0.11966307565538499
frame_612,0.24073000274666587
frame_613,0.4054689168980987
frame_614,0.39188818018127997
frame_615,0.28662984099856564
frame_616,0.18546098208563494
frame_617,0.13348796044801173
frame_618,0.06363109225745414
frame_619,-0.12305063020722068
frame_620,-0.39191869869075596
frame_621,-0.39191869869075596
frame_622,-0.5826288644062624
frame_623,-0.5271156956694235
frame_624,-0.21152378917813655
frame_625,0.2457655568102054
frame_626,0.6218451490829188
frame_627,0.6887417218543046
frame_628,0.43626209295937984
frame_629,0.043122653889584035
frame_630,-0.28232673116245005
frame_631,-0.40186773277993104
frame_632,-0.33491012298959316
frame_633,-0.22879726554155094
frame_634,-0.18311105685598317
frame_635,-0.18311105685598317
frame_636,-0.16028321176793725
frame_637,-0.06488235114597003
frame_638,0.16382335886715294
frame_639,0.4621417889950255
frame_640,0.630024109622486
frame_641,0.49604785302285836
frame_642,0.09591967528305917
frame_643,-0.36210211493270666
frame_644,-0.6515091402935881
frame_645,-0.6262398144474624
frame_646,-0.32508316293832207
frame_647,0.050202948088015384
frame_648,0.050202948088015384
frame_649,0.2868434705648976
frame_650,0.34672078615680413
frame_651,0.3076265755180517
frame_652,0.24594866786706138
frame_653,0.21713919492172
frame_654,0.1814630573442793
frame_655,0.0348216193121128
frame_656,-0.24710837122714926
frame_657,-0.5271462141788995
frame_658,-0.618884853663747
frame_659,-0.4198736533707694
frame_660,-0.004821924497207556
frame_661,-0.004821924497207556
frame_662,0.43952757347331156
frame_663,0.6720480971709342
frame_664,0.5732291634876553
frame_665,0.2523270363475448
frame_666,-0.09808648945585498
frame_667,-0.30411694692831204
frame_668,-0.3237708670308542
frame_669,-0.25501266518143256
frame_670,-0.22992645039216283
frame_671,-0.2359691152684103
frame_672,-0.1871395001068148
frame_673,-0.004974517044587542
frame_674,-0.004974517044587542
frame_675,0.30710776085695973
frame_676,0.5895565660573138
frame_677,0.6253852961821345
frame_678,0.3391827143162328
frame_679,-0.11951048310800501
frame_680,-0.5181127353740044
frame_681,-0.6547135837885678
frame_682,-0.4853663747062594
frame_683,-0.14227729117709892
frame_684,0.14481032746360667
frame_685,0.2672811059907834
frame_686,0.27991576891384623
frame_687,0.27991576891384623
frame_688,0.26425977355265967
frame_689,0.2696310312204352
frame_690,0.2758873256630146
frame_691,0.1878414258247627
frame_692,-0.06924649800103763
frame_693,-0.40174565874202706
frame_694,-0.6252937406537065
frame_695,-0.5774712363048189
frame_696,-0.24835963011566514
frame_697,0.21329386272774437
frame_698,0.5695669423505356
frame_699,0.6351512192144536
frame_700,0.4230780968657491
frame_701,0.4230780968657491
frame_702,0.09363078707235939
frame_703,-0.16806543168431654
frame_704,-0.2673116245002594
frame_705,-0.24646748252815331
frame_706,-0.24188970610675375
frame_707,-0.2847071749015778
frame_708,-0.2868739890743736
frame_709,-0.16290780358287302
frame_710,0.12070070497756889
frame_711,0.4730063783684805
frame_712,0.6662190618610188
frame_713,0.533249916074099
frame_714,0.533249916074099
frame_715,0.1357463301492355
frame_716,-0.3144016846217231
frame_717,-0.5903500473036897
frame_718,-0.5717032380138554
frame_719,-0.31183812982573933
frame_720,-0.012146366771446883
frame_721,0.16138187810907315
frame_722,0.2129276406140324
frame_723,0.23306985686819057
frame_724,0.27674184392834256
frame_725,0.33344523453474534
frame_726,0.3170262764366588
frame_727,0.3170262764366588
frame_728,0.12009033478804895
frame_729,-0.22766808069093905
frame_730,-0.5516525772881252
frame_731,-0.6594134342478714
frame_732,-0.4602801599169897
frame_733,-0.03466902676473281
frame_734,0.39497054963835565
frame_735,0.6076235236671041
frame_736,0.5317545091097751
frame_737,0.2675252540665914
frame_738,-0.010010071108127079
frame_739,-0.1695608386486404
frame_740,-0.1695608386486404
frame_741,-0.20160527359843744
frame_742,-0.2161015655995361
frame_743,-0.29297769096957305
frame_744,-0.35712759788811915
frame_745,-0.30045472579119237
frame_746,-0.07238990447706534
frame_747,0.29709768974883266
frame_748,0.619495223853267
frame_749,0.6601763969847713
frame_750,0.37244788964506975
frame_751,-0.076082644123661
frame_752,-0.4543290505691702
frame_753,-0.4543290505691702
frame_754,-0.5836970122379223
frame_755,-0.43873409222693566
frame_756,-0.16568498794518877
frame_757,0.04293954283272805
frame_758,0.12738425855281227
frame_759,0.16647846919156467
frame_760,0.23789178136539813
frame_761,0.3450422681356243
frame_762,0.40696432386242254
frame_763,0.2987762077700125
frame_764,-0.020264290292062136
frame_765,-0.40888698995941036
frame_766,-0.6579485457930234
frame_767,-0.6579485457930234
frame_768,-0.6132084109012116
frame_769,-0.2760093997009186
frame_770,0.17465742973113194
frame_771,0.49815363017670217
frame_772,0.5606555375835445
frame_773,0.39762565996276744
frame_774,0.14514603106784266
frame_775,-0.04556413464766381
frame_776,-0.12363048188726462
frame_777,-0.15701773125400556
frame_778,-0.25376140629291666
frame_779,-0.3813898129215369
frame_780,-0.3813898129215369
frame_781,-0.40910061952574234
frame_782,-0.25467696157719655
frame_783,0.08642841883602405
frame_784,0.48924222540971096
frame_785,0.7030854213080233
frame_786,0.5664845728934599
frame_787,0.17310098574785607
frame_788,-0.261085848567156
frame_789,-0.5198217719046602
frame_790,-0.5069124423963134
frame_791,-0.2977080599383526
frame_792,-0.08017212439344462
frame_793,-0.08017212439344462
frame_794,0.03247169408246101
frame_795,0.08053834650715659
frame_796,0.15897091586046938
frame_797,0.30494094668416394
frame_798,0.4443189794610431
frame_799,0.4441053498947111
frame_800,0.19861445966978972
frame_801,-0.20938749351481672
frame_802,-0.5736259041108432
frame_803,-0.6913968321787164
frame_804,-0.48551896725363936
frame_805,-0.06393627735221412
frame_806,-0.06393627735221412
frame_807,0.33320108645893737
frame_808,0.5164036988433485
frame_809,0.46800134281441697
frame_810,0.27567369609668263
frame_811,0.0837427900021363
frame_812,-0.023651844843897825
frame_813,-0.07309183019501328
frame_814,-0.17560350352488785
frame_815,-0.35035248878444775
frame_816,-0.47236548966948455
frame_817,-0.4120914334543901
frame_818,-0.1337931455427717
frame_819,-0.1337931455427717
frame_820,0.2906277657399213
frame_821,0.6472670674764245
frame_822,0.6905728324228645
frame_823,0.40467543565172276
frame_824,-0.030610065004425185
frame_825,-0.3859981078524125
frame_826,-0.5067598498489334
frame_827,-0.39075899533066805
frame_828,-0.1944334238715781
frame_829,-0.06549272133548997
frame_830,-0.012115848261970886
frame_831,0.05587939085055086
frame_832,0.21420941801202428
frame_833,0.21420941801202428
frame_834,0.4206976531266213
frame_835,0.5350199896237068
frame_836,0.4033326212347789
frame_837,0.027100436414685507
frame_838,-0.41257972960600603
frame_839,-0.6833704641865291
frame_840,-0.6380504776146733
frame_841,-0.2989593188268685
frame_842,0.1293984801782281
frame_843,0.4119388409070101
frame_844,0.47105319376201665
frame_845,0.3631397442548906
frame_846,0.3631397442548906
frame_847,0.19928586687826166
frame_848,0.08459730826746421
frame_849,0.02740562150944548
frame_850,-0.06787316507461776
frame_851,-0.2651142918179876
frame_852,-0.47447126682332835
frame_853,-0.5283974730674154
frame_854,-0.34055604724265265
frame_855,0.054506057924130984
frame_856,0.4944914090395825
frame_857,0.7184362315744499
frame_858,0.5851924192022462
frame_859,0.5851924192022462
frame_860,0.20792260505996887
frame_861,-0.19632557145908994
frame_862,-0.4323862422559282
frame_863,-0.42777794732505264
frame_864,-0.2816248054445021
frame_865,-0.15509506515701774
frame_866,-0.10290841395306254
frame_867,-0.05349894711142308
frame_868,0.08554338206122013
frame_869,0.32981353190710166
frame_870,0.5502792443617054
frame_871,0.5565050202948087
frame_872,0.5565050202948087
frame_873,0.26688436536759547
frame_874,-0.18243964964751122
frame_875,-0.5670033875545518
frame_876,-0.6889858699301126
frame_877,-0.4866786706137272
frame_878,-0.09311197241126744
frame_879,0.2527848139896847
frame_880,0.40067751091036713
frame_881,0.3814508499404889
frame_882,0.27430036317026274
frame_883,0.1782586138492996
frame_884,0.1282082583086642
frame_885,0.05609302041688284
frame_886,0.05609302041688284
frame_887,-0.13141270180364392
frame_888,-0.3944212164677877
frame_889,-0.5687124240852077
frame_890,-0.5027924436170538
frame_891,-0.18170720542008728
frame_892,0.2668233283486435
frame_893,0.6254463332010864
frame_894,0.6697286904507583
frame_895,0.4096499526963103
frame_896,0.02099673451948607
frame_897,-0.2876064333017975
frame_898,-0.3922238837855159
frame_899,-0.3922238837855159
frame_900,-0.3195898312326426
frame_901,-0.21692556535538804
frame_902,-0.1759697256385998
frame_903,-0.15100558488723412
frame_904,-0.053285317545091096
frame_905,0.17905209509567552
frame_906,0.4665669728690451
frame_907,0.6193121127964111
frame_908,0.47022919400616475
frame_909,0.07007049775688956
frame_910,-0.3777886288033692
frame_911,-0.6468703268532365
frame_912,-0.6468703268532365
frame_913,-0.6046937467574084
frame_914,-0.2975859859004486
frame_915,0.06930753501998962
frame_916,0.2903530991546373
frame_917,0.34308908352916045
frame_918,0.2989898373363445
frame_919,0.24039429914242988
frame_920,0.21112704855494857
frame_921,0.17456587420270395
frame_922,0.021790215765861997
frame_923,-0.25681325724051635
frame_924,-0.5257118442335277
frame_925,-0.5257118442335277
frame_926,-0.6013672292245247
frame_927,-0.3925290688802759
frame_928,0.022034363841669975
frame_929,0.45509201330607013
frame_930,0.6653645435956907
frame_931,0.5527207251197851
frame_932,0.2272713400677511
frame_933,-0.11120944853053377
frame_934,-0.304422132023072
frame_935,-0.3130588702047792
frame_936,-0.24619281594286935
frame_937,-0.22333445234534746
frame_938,-0.22333445234534746
frame_939,-0.22956022827845088
frame_940,-0.17645802179021577
frame_941,0.011658070619830927
frame_942,0.32233649708548234
frame_943,0.5930356761375775
frame_944,0.608844264046144
frame_945,0.3126926480910672
frame_946,-0.1435285500656148
frame_947,-0.5243690298165837
frame_948,-0.6432386242255929
frame_949,-0.4602801599169897
frame_950,-0.12012085329752495
frame_951,0.15515610217596973
frame_952,0.15515610217596973
frame_953,0.26715903195287943
frame_954,0.2759178441724906
frame_955,0.260475478377636
frame_956,0.2655110324411756
frame_957,0.2703939939573351
frame_958,0.17459639271217994
frame_959,-0.08420056764427625
frame_960,-0.4113895077364422
frame_961,-0.6183660390026551
frame_962,-0.5561387981810968
frame_963,-0.21884823145237586
frame_964,0.23548081911679433
frame_965,0.23548081911679433
